股票代码,描述
002434,"浙江万里扬股份有限公司主要业务是汽车零部件业务和新型储能业务。公司主要产品是汽车变速器、新能源汽车传/驱动系统产品及储能电站。公司是国内首家实现产品覆盖商用车、乘用车两大市场，分别实现了手动变速器和自动变速器研发、生产的企业，产品涵盖轿车、SUV、MPV、微卡、轻卡、中卡、重卡、客车等所需的变速器，充分满足不同类型客户、不同消费层次的多样化需求，已形成年产110万台商用车变速器、170万台乘用车变速器和20万台新能源纯电动汽车EV减速器的综合能力。为应对新能源汽车快速发展的大趋势，公司着力推动EV减速器、“三合一”和“多合一”电驱动系统、ECVT电驱动系统、乘用车DHT混动系统、商用车混动系统...查看全部▼浙江万里扬股份有限公司主要业务是汽车零部件业务和新型储能业务。公司主要产品是汽车变速器、新能源汽车传/驱动系统产品及储能电站。公司是国内首家实现产品覆盖商用车、乘用车两大市场，分别实现了手动变速器和自动变速器研发、生产的企业，产品涵盖轿车、SUV、MPV、微卡、轻卡、中卡、重卡、客车等所需的变速器，充分满足不同类型客户、不同消费层次的多样化需求，已形成年产110万台商用车变速器、170万台乘用车变速器和20万台新能源纯电动汽车EV减速器的综合能力。为应对新能源汽车快速发展的大趋势，公司着力推动EV减速器、“三合一”和“多合一”电驱动系统、ECVT电驱动系统、乘用车DHT混动系统、商用车混动系统和电驱动系统等新能源汽车传/驱动系统产品的研发和产业化，以提升公司的持续发展能力。公司凭借在中轻型商用车变速器领域的优异表现，被工业和信息化部、中国工业经济联合会评为全国制造业单项冠军示范企业。同时，下属子公司浙江万里扬智能制造有限公司、金华万里扬机械制造有限公司和浙江万里扬新能源驱动有限公司被认定为2021年度浙江省“专精特新”中小企业。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002435,"长江润发健康产业股份有限公司是一家从事医药产品研发、生产和销售的企业，其主要产品包括冻干粉针、粉针剂、扶梯导轨、空心导轨、实心导轨、配件及汽车型材、导轨毛坯、槽钢。公司技术专业团队针对产品越来越高的质量要求，自主开发了具有专业性的生产加工设备，并与多家高校进行合作，开发了具有行业领先水平的生产设备，具有领先优势，在行业生产中起引领作用。同时，长江润发机械是中国电梯设计制造安装委员会副主任单位，为行业优秀民族品牌；是省级名牌产品，品牌知名度稳步提升，品牌优势更加显著。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002436,"深圳市兴森快捷电路科技股份有限公司专注于线路板产业链，围绕PCB,半导体两大主线开展。公司的主要产品是PCB印制电路板、半导体测试板、IC封装基板。公司被认定为“国家高新技术企业”、“国家知识产权示范企业”、“广东省创新型企业”，先后组建了3个省级研发机构“广东省省级企业技术中心”、“广东省封装基板工程技术研究中心”、“广东省高密度集成电路封装及测试基板企业重点实验室”，具备承担国家级政府项目的能力，承担了1项国家科技重大专项02专项项目和多项省市级科技项目。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002437,"哈尔滨誉衡药业股份有限公司的主营业务是药品的研发、生产和销售。其主要产品有安脑丸、安脑片、注射用磷酸肌酸钠、银杏达莫注射液、奥美沙坦酯氨氯地平片、甲苯磺酸艾多沙班片、普伐他汀钠片、鹿瓜多肽注射液、玻璃酸钠注射液、注射用多种维生素（12）、复方维生素（3）注射液、氯化钾缓释片、注射用门冬氨酸钾镁、脱氧核苷酸钠注射液(DNA)、左卡尼汀注射液、注射用复方甘草酸单铵S、注射用头孢米诺钠、复方头孢克洛胶囊、注射用左亚叶酸钙、注射用氟尿嘧啶、注射用环磷酰胺、注射用盐酸平阳霉素、赛洛多辛胶囊。目前，公司产品涵盖骨骼肌肉、心脑血管、维生素及矿物质补充剂、抗感染、抗肿瘤等多个领域；公司在MAH制度下，结合各子...查看全部▼哈尔滨誉衡药业股份有限公司的主营业务是药品的研发、生产和销售。其主要产品有安脑丸、安脑片、注射用磷酸肌酸钠、银杏达莫注射液、奥美沙坦酯氨氯地平片、甲苯磺酸艾多沙班片、普伐他汀钠片、鹿瓜多肽注射液、玻璃酸钠注射液、注射用多种维生素（12）、复方维生素（3）注射液、氯化钾缓释片、注射用门冬氨酸钾镁、脱氧核苷酸钠注射液(DNA)、左卡尼汀注射液、注射用复方甘草酸单铵S、注射用头孢米诺钠、复方头孢克洛胶囊、注射用左亚叶酸钙、注射用氟尿嘧啶、注射用环磷酰胺、注射用盐酸平阳霉素、赛洛多辛胶囊。目前，公司产品涵盖骨骼肌肉、心脑血管、维生素及矿物质补充剂、抗感染、抗肿瘤等多个领域；公司在MAH制度下，结合各子公司生产制剂特色，逐步在CMO领域发力，已达到同行业的领先水平；同时，公司进一步加强销售管理，重点产品氯化钾缓释片等市场份额逐年增加、安脑丸/片等产品在细分领域处于领先地位。2023年，公司荣获“2022年中国化药企业TOP100”等多项荣誉。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002438,"江苏神通阀门股份有限公司主要从事应用于冶金领域的高炉煤气全干法除尘系统、转炉煤气除尘与回收系统、焦炉烟气除尘系统、煤气管网系统的特种阀门、法兰，应用于核电站的核级蝶阀和球阀、核级法兰和锻件、非核级蝶阀和球阀及其配套设备，应用于核化工领域的专用设备及阀门，以及应用于石油石化、煤化工、超（超）临界火电、LNG超低温阀门和法兰及锻件的研发、生产和销售。公司主要产品有蝶阀、球阀、盲板阀、水封逆止阀、地坑过滤器、法兰及锻件、非标阀门、闸阀和节能服务。公司是中国通用机械工业协会阀门分会的理事长单位，是国内首批进军核电领域的阀门企业之一，在核电阀门产品领域，公司已成为我国核电阀门的主要供应商，获得了已招标核...查看全部▼江苏神通阀门股份有限公司主要从事应用于冶金领域的高炉煤气全干法除尘系统、转炉煤气除尘与回收系统、焦炉烟气除尘系统、煤气管网系统的特种阀门、法兰，应用于核电站的核级蝶阀和球阀、核级法兰和锻件、非核级蝶阀和球阀及其配套设备，应用于核化工领域的专用设备及阀门，以及应用于石油石化、煤化工、超（超）临界火电、LNG超低温阀门和法兰及锻件的研发、生产和销售。公司主要产品有蝶阀、球阀、盲板阀、水封逆止阀、地坑过滤器、法兰及锻件、非标阀门、闸阀和节能服务。公司是中国通用机械工业协会阀门分会的理事长单位，是国内首批进军核电领域的阀门企业之一，在核电阀门产品领域，公司已成为我国核电阀门的主要供应商，获得了已招标核级蝶阀、核级球阀90%以上的订单，至今已有超15万台各类核电阀门产品在线使用。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002439,"启明星辰信息技术集团股份有限公司是一家从事生产销售网络软件安全产品，并提供技术服务。其主要提供的产品和服务有安全网关、安全检测、安全服务、安全监管等。公司连续十三年获评国家发改委、科技部、财政部、海关总署、国家税务总局“国家认定企业技术中心”。荣获等级保护测评“网络安全优秀十强企业”称号，超级SIM安全网关实力入选“网络安全十大明星产品”。荣获中国网络安全产业联盟(CCIA)“2023年度先进会员单位”荣誉称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002440,"浙江闰土股份有限公司主要从事纺织染料、印染助剂和化工原料的研发、生产和销售。主要产品有染料、助剂、其他化工原料。公司染料年总产能近23万吨，其中分散染料产能11万吨，活性染料产能10万吨，其他染料产能近2万吨，染料产品销售市场占有率稳居国内染料市场份额前二位。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002441,"众业达电气股份有限公司是一家销商工业电气产品类的公司。公司主要从事通过自有的销售网络分销签约供应商的工业电气元器件产品，以及进行系统集成产品和成套制造产品的生产和销售。主要产品为断路器、继电器、软起动器、变频器、可编程控制器、传感器、石油钻井平台电气控制系统配套产品、风力发电电气控制系统配套产品、风力发电水冷系统、风力发电机变桨控制系统、船用电气系统、电气控制柜、充电桩/站。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002442,"龙星化工股份有限公司主营业务是高品质纳米级炭黑,白炭黑研发,制造和销售。其主要产品有橡胶用炭黑、白炭黑、工业萘、电力。公司取得了一系列创新成果和技术突破，参与多项行业国家标准制订，荣获沙河市2023年度“经济贡献市长特别奖”、2023年度“科技创新贡献奖”、2023年度河北省专精特新示范企业、2023年河北省制造业百强企业、2023年河北省单项冠军企业等多项殊荣。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002443,"浙江金洲管道科技股份有限公司主要从事焊接钢管产品研发、制造及销售。主要产品为热浸镀锌钢管、高频焊管、钢塑复合管、双面埋弧焊螺旋钢管、直缝埋弧焊钢管、ERW直缝电阻焊钢管、FBE/2PE/3PE防腐钢管。作为国内高性能复合聚氨酯胶粘剂行业龙头企业，公司始终把自主创新和技术研发放在首位，公司目前拥有国内领先的聚氨酯胶粘剂行业技术创新开发基地。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002444,"杭州巨星科技股份有限公司的主营业务为手工具、动力工具、激光测量仪器以及存储箱柜的研发、生产和销售。公司产品主要包括手工具及存储箱柜、动力工具及激光测量仪器。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002445,"中南红文化集团股份有限公司的主营业务是电视剧,电影项目的投资,策划,制作,发行,营销及其衍生品开发业务；版权开发,运营；游戏制作,发行；文化产业的股权投资。金属管件,法兰,管系,压力容器的生产和销售;光伏电站的开发、投资、建设及运营。主要产品是金属制品、影视剧、艺人经纪、游戏推广、网页游戏、版权。公司是国内第一家工业金属管件行业上市公司，也是目前国内规模较大的金属管件生产企业。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002446,"广东盛路通信科技股份有限公司主营业务是从事通信设备、汽车电子产品、军工电子产品的生产销售。公司产品包括微波毫米波器件、微波混合集成电路、主干网传输天线、基站天线、室内网络覆盖产品、终端天线、无源器件、有源设备、汽车天线、智能进入系统、远程控制系统、电吸门、电动尾门、氛围灯、智能仪表盘、智能后视镜、行车记录仪、导航系统、智能车载手机互联系统等。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002447,"大连晨臻网络科技股份有限公司主营业务是芯片，智慧打印。主要产品和服务为LCOS芯片设计研发、封测、生产和销售。自主研发的LCOS芯片和LCOS光学模组、定制化的研发设计服务。智慧打印产品，包括铜版纸、蓝图纸、工程复印纸、数码专用纸、纸浆等基本涵盖工程图文行业需求的多个品种。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002448,"中原内配集团股份有限公司主要业务为气缸套、活塞、活塞环、轴瓦等内燃机的核心关键零部件，为全球乘用车、商用车、工程机械、农业机械、船舶工业、军工等动力领域提供绿色、环保、节能气缸套及摩擦副的全套解决方案。作为世界级的汽车零部件供应商，公司具备行业内特有的科研优势、质量优势、装备优势、物流优势及市场优势，具备批量生产国六、欧V 、欧VI标准气缸套的能力。公司先后获得国家“造业单项冠军示范企业牌培育示范企业”“质量标杆企业”等荣誉称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002449,"佛山市国星光电股份有限公司主营业务为中高端半导体发光二极管（LED）及其应用产品的研发、设计、生产和销售。公司主要产品分为LED芯片、显示屏用器件、白光器件、车载应用、光电子器件、LED组件、集成电路封测器件、三代半封测器件与模组，业务涵盖LED产业链上中下游。在报告期内，公司先后荣获“国家级高新技术企业认定”、“2021国人自豪的佛山品牌企业”、“品牌力量”、“十大封装品牌”、“RGB LED封装”十大供应链之星、“Mini LED背光模组”十大供应链之星、“UV LED封装”十大供应链之星、“十大LED封装品牌”和“LED显示供应链创新年度产品奖”等。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002450,"康得新复合材料集团股份有限公司主营业务是先进高分子膜材料的研发、生产和销售。主要产品和服务为预涂膜、光学膜等。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002451,"上海摩恩电气股份有限公司主营业务是电缆业务及电磁线业务。公司主要产品为绿色能源产品线、工业自动化产品线、高端装备制造产品线、智慧城市建筑产品线及智能电网产品线。公司具有完善的产品研发体系和质量管理体系。公司坚持创新、不断进取，具有完善的产品研发体系，建立有上海市院士专家工作站，企业技术中心被认定为“上海市企业技术中心”。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002452,"长高电新科技股份公司主营业务是输变电一二次设备的研发、生产和销售，电力设计和工程服务以及新能源电力开发。公司主要产品为输变电设备产品、电力设计与服务、电力工程施工、新能源发电。公司已为国内大部分的“特高压”工程项目包括张北柔性直流工程、藏中联网工程等国家重点工程项目提供了产品和服务，曾获得了国家科学技术进步奖特等奖、中国电力科学院科学技术进步奖一等奖等荣誉，被工信部评为“全国制造业单项冠军”。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002453,"金陵华软科技股份有限公司的主营业务为精细化工产品的研发、生产与销售。公司的主要产品及服务为供应链管理业务、AKD系列造纸化学品、医药、农药中间体、荧光增白剂、电子化学品、防护品等。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002454,"上海加冷松芝汽车空调股份有限公司专业从事移动式热管理相关产品的研发、生产和销售。主要产品为大中型客车热管理业务、小车热管理业务、轨道交通空调业务、冷冻冷藏机组业务、汽车空调压缩机业务、电池热管理业务。公司是大中型客车空调行业的龙头，是国内汽车热管理相关产品的领导企业之一。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002455,"江苏百川高科新材料股份有限公司主营业务为精细化工、新材料和新能源。主要产品包括醋酸酯类、偏苯三酸酐及酯类、醇类、多元醇类产品、绝缘树脂类产品、丙烯酸酯类产品、针状焦、负极材料(石墨化)、磷酸铁锂电芯及模组。公司低排放高收率高性能的甲酸钠、低排放高收率高性能的双三羟甲基丙烷、高纯高性能丙二醇甲醚乙酸酯、节能化生产的低酸度乙酸正丁酯等多个产品被评定为江苏省高新技术产品。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002456,"欧菲光集团股份有限公司的主营业务为智能手机、智能汽车及新领域业务。公司主营业务产品包括光学影像模组、光学镜头和微电子产品等，广泛应用于以智能手机、平板电脑、智能汽车、无人机等为代表的消费电子和智能汽车领域。公司深耕于光学光电领域近20年，凭借深厚的技术积累，产品持续创新升级，通过产业链的平台化整合，在光学影像领域发展迅速，积累了优质的客户资源，跻身于行业前列。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002457,"宁夏青龙管业集团股份有限公司主要从事高品质输水管道及相关产品的研发、生产、销售，并提供输节水领域的整体解决方案。公司主要产品分为五大类，其中硬件产品三大类，包括混凝土管道、塑料管道和复合钢管。两大服务类产品，包括水利设计咨询和工程安装施工服务。经过四十余年的努力和积淀，公司已发展成为国内供排水管道制造行业最具竞争力的大型企业之一。“输水工程钢筋缠绕钢筒混凝土压力管（BCCP）创新与实践”成果获得“大禹科学技术奖”一等奖；获得两项“苏博特杯”中国混凝土与水泥制品行业技术革新奖。公司先后荣获“国家免检产品”、“中国驰名商标”、“宁夏名牌产品”、“宁夏著名商标”、“宁夏质量管理奖”、“质量信得过产品...查看全部▼宁夏青龙管业集团股份有限公司主要从事高品质输水管道及相关产品的研发、生产、销售，并提供输节水领域的整体解决方案。公司主要产品分为五大类，其中硬件产品三大类，包括混凝土管道、塑料管道和复合钢管。两大服务类产品，包括水利设计咨询和工程安装施工服务。经过四十余年的努力和积淀，公司已发展成为国内供排水管道制造行业最具竞争力的大型企业之一。“输水工程钢筋缠绕钢筒混凝土压力管（BCCP）创新与实践”成果获得“大禹科学技术奖”一等奖；获得两项“苏博特杯”中国混凝土与水泥制品行业技术革新奖。公司先后荣获“国家免检产品”、“中国驰名商标”、“宁夏名牌产品”、“宁夏著名商标”、“宁夏质量管理奖”、“质量信得过产品”、“中国水利优质工程大禹奖”等荣誉称号。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002458,"山东益生种畜禽股份有限公司是一家畜禽养殖公司。公司主营业务为祖代肉种鸡的引进与饲养、父母代肉种鸡雏鸡的生产与销售、商品代肉鸡雏鸡的生产与销售、种猪和商品猪的饲养和销售、农牧设备的生产与销售、奶牛的饲养与牛奶销售。公司产品为父母代肉种鸡雏鸡、商品代肉鸡雏鸡、种猪、农牧设备、乳品。公司是中国畜牧业协会白羽肉鸡业分会会长单位、中国畜牧业协会黄羽肉鸡业分会会长单位、山东省畜牧协会会长单位，先后还被授予“国家重点研发计划项目示范种禽场”“国家肉鸡良种扩繁推广基地”“动物疫病净化创建场”等荣誉称号。在疫病净化方面，公司获得“一种同时检测MS-H株和通用型的二重PCR引物组及试剂盒”和“检测鸡毒支原体TS-...查看全部▼山东益生种畜禽股份有限公司是一家畜禽养殖公司。公司主营业务为祖代肉种鸡的引进与饲养、父母代肉种鸡雏鸡的生产与销售、商品代肉鸡雏鸡的生产与销售、种猪和商品猪的饲养和销售、农牧设备的生产与销售、奶牛的饲养与牛奶销售。公司产品为父母代肉种鸡雏鸡、商品代肉鸡雏鸡、种猪、农牧设备、乳品。公司是中国畜牧业协会白羽肉鸡业分会会长单位、中国畜牧业协会黄羽肉鸡业分会会长单位、山东省畜牧协会会长单位，先后还被授予“国家重点研发计划项目示范种禽场”“国家肉鸡良种扩繁推广基地”“动物疫病净化创建场”等荣誉称号。在疫病净化方面，公司获得“一种同时检测MS-H株和通用型的二重PCR引物组及试剂盒”和“检测鸡毒支原体TS-11疫苗株的引物对及方法”等多项发明专利，并参与了多项行业、地方、团体标准的制定，公司的“白羽肉鸡垂直传播性疾病净化技术”获得了山东省畜牧科学技术奖。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002459,"晶澳太阳能科技股份有限公司主营业务为太阳能硅片、电池及组件的研发、生产和销售，以及太阳能光伏电站的开发、建设、运营等业务，以及光伏材料与设备的研发、生产和销售等。公司的主要产品有硅棒硅片、太阳能电池、太阳能组件、光伏电站等。作为全球光伏行业的龙头企业之一,公司持续推进生产自动化、智能化,通过工艺技术进步和生产布局优化等来保障产品品质。公司单晶及多晶太阳能电池的转换效率和组件输出功率在全球光伏产品制造领域保持着领先的水平,产品品质也得到了全球市场的广泛认可,成为光伏行业的标杆。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002460,"江西赣锋锂业集团股份有限公司的主营业务是各种深加工锂产品的研究、开发、生产与销售。公司的主要产品是锂系列产品、锂电池系列产品。赣锋锂业作为全球锂行业领军企业，坚持走“技术创新驱动”的高质量发展路线，拥有“国家企业技术中心”、“锂基新材料国家与地方联合工程研究中心”、“国家博士后科研工作站”、“院士工作站”等国家级科研创新平台，承接国家重点科技研发项目，孕育行业尖端技术研发成果，在锂电新材料研发领域始终走在行业前列,先后被授予“国家技术创新示范企业”、“中国优秀民营科技企业”、“国家级绿色工厂”等一系列荣誉称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002461,"广州珠江啤酒股份有限公司主营业务啤酒生产销售以及啤酒文化产业，其主要产品是啤酒、酵母饲料、包装材料、租赁餐饮服务。公司是中国制造业500强企业之一，也是全国知名的啤酒制造企业，拥有中国最大的啤酒酿造中心，""珠江牌""啤酒商标被认定为中国驰名商标。本公司在中国率先研制出纯生啤酒、含活性酵母白啤酒、上面发酵啤酒，在同行业中具有领先的技术优势。珠江啤酒连续多年被评为中国名牌产品,珠江纯生啤酒连续十年产销量位居全行业榜首。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002462,"嘉事堂药业股份有限公司是一家经营医药行业的企业,公司主要从事药品的零售、批发和物流业务。主要产品有医药批发、医药物流、医药连锁。公司的连锁零售为北京地区最大的直营药店网络之一,品牌知名度名列前茅;医药分销为北京地区两家社区医院药品配送商之一,覆盖二、三级医院的销售网络;医药物流为北京地区三家第三方药品配送试点企业之一;药品生产拥有多个较大的OTC产品销售网络。目前与公司合作的上游生产企业超过2000家,公司与国际领先生产企业以及国内一流生产企业建立了深厚的合作关系。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002463,"沪士电子股份有限公司主营业务为印制电路板的生产、销售及相关售后服务。公司PCB产品以通信通讯设备、数据中心基础设施、汽车电子为核心应用领域，辅以工业设备、半导体芯片测试等应用领域。公司是国内规模最大、技术实力最强的PCB制造商之一，拥有160万平方米印制电路板的生产能力.公司目前拥有""一种深度钻孔中辅助去除孔壁铜工艺""等3项中国大陆专利，""直接CO2镭射钻孔方法""等2项技术已获得中国台湾地区专利。公司与国内外主要客户在PCB主要产品领域建立了稳固的业务联系，多次获得上述客户“最佳质量表现奖”、“最佳合作供应商”、“绿色合作伙伴”、“金牌奖”、“突出供应商”、“金牌供应商”等奖项。2023年公司...查看全部▼沪士电子股份有限公司主营业务为印制电路板的生产、销售及相关售后服务。公司PCB产品以通信通讯设备、数据中心基础设施、汽车电子为核心应用领域，辅以工业设备、半导体芯片测试等应用领域。公司是国内规模最大、技术实力最强的PCB制造商之一，拥有160万平方米印制电路板的生产能力.公司目前拥有""一种深度钻孔中辅助去除孔壁铜工艺""等3项中国大陆专利，""直接CO2镭射钻孔方法""等2项技术已获得中国台湾地区专利。公司与国内外主要客户在PCB主要产品领域建立了稳固的业务联系，多次获得上述客户“最佳质量表现奖”、“最佳合作供应商”、“绿色合作伙伴”、“金牌奖”、“突出供应商”、“金牌供应商”等奖项。2023年公司通过工信部印制电路板行业规范条件认定，并先后荣获战略客户颁发的“卓越供应链奖”、“钻石奖”、“质量卓越奖”等奖项。公司还荣获“第二十二届CPCA百强企业”、“2023年昆山高新区十大制造业纳税企业”、“2023年昆山高新区十佳产业集群龙头企业”、“2023年昆山市研发投入突出贡献企业”、“2023年昆山市工业产出突出贡献企业”、“2023年昆山市进出口突出贡献企业”、“2023年昆山市工业投资突出贡献企业”、“2023年昆山市税收突出贡献企业”、“2023年昆山市重点实验室”、“2023年苏州市智能工厂”、“2023年江苏省内层智能制造示范车间”、“黄石开发区铁山区2023年度纳税突出贡献企业”等奖项。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002464,"众应互联科技股份有限公司主营业务是从事授权/注册码及游戏虚拟物品交易中介平台业务及互联网信息服务业务。主要产品和服务为游戏授权/注册码、游戏虚拟物品、商品销售。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002465,"广州海格通信集团股份有限公司主营业务为通信设备、导航设备的研制、生产、销售和服务。公司主要产品为军用通信设备、导航设备。公司是国家创新型企业、国务院国资委国企改革“双百行动”企业和全国电子信息百强企业之一的广州无线电集团的主要成员企业,是全频段覆盖的无线通信与全产业链布局的北斗导航装备研制专家、电子信息系统解决方案提供商,是行业内用户覆盖最广、频段覆盖最宽、产品系列最全、最具竞争力的重点电子信息企业之一,是国内机构市场模拟仿真系统领导者,是行业领先的新一代数智生态建设者。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002466,"天齐锂业股份有限公司主营业务是锂精矿及锂化工产品的生产、加工和销售。公司的主要产品为锂矿、锂化合物及衍生品。公司技术中心被认定为“国家企业技术中心”，公司还获得了工信部颁发的“国家技术创新示范企业”的称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002467,"二六三网络通信股份有限公司的主营业务是为用户提供云视频、电话会议和企业邮箱三大综合云服务。公司的主要服务是数据通信服务、语音通信服务、语音增值服务、上网接入服务等。公司多年荣获“中国互联网综合实力前百家企业”称号，公司或公司下属子公司多次被评为：北京软件和信息技术服务综合实力前百家企业、北京软件核心竞争力企业、北京市专精特新“小巨人”企业、中国智慧办公领军企业、北京市“专精特新”中小企业、北京市昌平区科技研究开发机构、信创云企业50强企业等。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002468,"申通快递股份有限公司主营业务为快递服务。公司的主要产品及服务为信息服务、物料销售、有偿派送、中转、冷链、仓储配送。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002469,"山东三维化学集团股份有限公司是一家以服务石化、化工、油品储运和煤化工行业为主的国家高新技术企业。主营业务为化工石化技术和产品研发、工程技术服务、催化剂及基础化工原材料生产销售。主要产品或服务为正丙醛、正丙醇、异丙醇、戊醛、戊醇等高纯度产品以及混合丁醇、辛醇、碳十二等残液提纯产品的生产与销售；工程设计及工程总承包业务；催化剂的生产及销售。公司与中国科学院大连化学物理研究所合作的“10万方/年炼化工业硫化氢离场电催化分解制氢气和硫磺技术开发”项目进入中试设计阶段；青岛联信与牛津大学催化研究中心合作开发的“二氧化碳加氢逆反应催化剂”正在进行中试研究；青岛联信开发的“煤基合成气CO耐硫变换节能减水新技...查看全部▼山东三维化学集团股份有限公司是一家以服务石化、化工、油品储运和煤化工行业为主的国家高新技术企业。主营业务为化工石化技术和产品研发、工程技术服务、催化剂及基础化工原材料生产销售。主要产品或服务为正丙醛、正丙醇、异丙醇、戊醛、戊醇等高纯度产品以及混合丁醇、辛醇、碳十二等残液提纯产品的生产与销售；工程设计及工程总承包业务；催化剂的生产及销售。公司与中国科学院大连化学物理研究所合作的“10万方/年炼化工业硫化氢离场电催化分解制氢气和硫磺技术开发”项目进入中试设计阶段；青岛联信与牛津大学催化研究中心合作开发的“二氧化碳加氢逆反应催化剂”正在进行中试研究；青岛联信开发的“煤基合成气CO耐硫变换节能减水新技术”被国家工信部评为“全国20大原材料低碳项目”；诺奥化工“碳二路线合成甲基丙烯酸甲酯（MMA）新工艺成套技术”通过中国石油和化学工业联合会评估。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002470,"金正大生态工程集团股份有限公司的主营业务为常规复合肥、新型肥料、磷肥以及土壤调理剂等植物所需全系列产品的研发、生产和销售以及为种植户提供相关的种植业解决方案服务。公司“包膜控释肥”、“水稻专用控释肥”、“腐植酸包膜控释肥”被认定为国家重点新产品。公司目前拥有“金大地”、“沃夫特”两大“中国驰名商标”。作为复合肥的领军企业，公司的传统肥料、新型肥料以及土壤改良产品在技术和市场占有率方面居国内领先地位，具有较强的竞争优势。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002471,"江苏中超控股股份有限公司是一家专业从事电线电缆的研发、生产、销售和服务的公司。主要产品为电力电缆、电气装备用电线电缆、裸电线及电缆材料、电缆附件等。公司产品先后被评为江苏省著名商标、江苏省名牌产品、江苏高新技术产品，无锡名牌产品等，在行业内和客户中树立了“品质卓越、服务超群”的品牌形象。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002472,"浙江双环传动机械股份有限公司主营业务为机械传动齿轮及其相关零部件的研发、设计与制造，主要应用领域涵盖汽车的动力总成和传动装置包括变速器、分动箱等，新能源汽车的动力驱动装置如混合动力变速器以及各类纯电驱动电机与减速传动齿轮，非道路机械（含工程机械和农用机械）中的减速和传动装置，以及在轨道交通、风力发电、电动工具、机器人自动化等多个行业门类中的驱动、传动应用场景。公司始终秉持以客户需求为导向，以销定产、以研促产、属地产销的经营管理理念，经过多年持续的专业化、规模化耕耘，已发展成为具有较高国际知名度的齿轮及相关传动零部件的研发、制造及服务的提供商。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002473,"宁波圣莱达电器股份有限公司的主营业务为输配电成套电气设备的生产销售业务。公司主要产品为温控器及电热水壶整机。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002474,"福建榕基软件股份有限公司的主营业务为行业应用软件研发、信息系统集成和技术支持与服务。公司的主要业务有系统集成、软件产品及服务、园区开发与运营。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002476,"山东宝莫生物化工股份有限公司的主营业务精细化工及环保水处理，精细化工业务。公司主要产品为丙烯酰胺、聚丙烯酰胺、表面活性剂、稠油降粘剂等系列产品。公司在三次采油市场拥有领先的市场份额和品牌知名度，具有明显的技术和市场优势。公司已拥有31项专利技术，核心技术处于同行业领先地位。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
